age	score
28.000000	-3.496975
28.000000	-3.301569
28.000000	-8.359177
28.000000	-3.576655
28.000000	-0.905993
28.000000	-4.771144
28.000000	-10.095156
28.000000	-0.348250
28.000000	-3.501640
28.000000	0.149245
28.000000	-7.348065
28.000000	-15.380262
28.000000	-8.567686
28.000000	-14.112671
28.000000	-12.910200
28.000000	-4.506501
28.000000	-18.470949
28.000000	-22.346289
28.000000	-8.921101
28.000000	-3.252686
28.000000	-4.050613
28.000000	2.677757
28.000000	-1.961216
28.000000	-3.586215
28.000000	-11.996088
28.000000	-13.645239
28.000000	-8.105156
28.000000	-3.745397
28.000000	-6.296142
28.000000	-4.653006
28.000000	-10.224791
28.000000	-3.750805
28.000000	-16.233236
28.000000	-12.371590
29.000000	-0.233712
29.000000	1.503893
29.000000	-9.933612
29.000000	-5.890641
29.000000	-29.113440
29.000000	-19.606625
29.000000	-9.743756
29.000000	0.864513
29.000000	-5.038951
29.000000	-5.741532
29.000000	-13.825849
29.000000	-9.125553
29.000000	2.290030
29.000000	-5.422338
29.000000	7.808886
29.000000	12.072697
29.000000	0.193969
29.000000	0.320629
29.000000	-9.030086
29.000000	-6.585150
29.000000	-4.346767
29.000000	-4.658395
29.000000	1.002511
29.000000	-10.865493
29.000000	-5.140363
29.000000	-3.184498
29.000000	-2.540135
29.000000	-5.263313
29.000000	-2.169286
29.000000	-1.333950
29.000000	-10.730447
29.000000	-10.173155
29.000000	-15.062551
29.000000	-16.719500
29.000000	-9.608795
29.000000	-7.887940
29.000000	2.973968
29.000000	-0.693294
29.000000	-4.321988
29.000000	4.290262
29.000000	-6.162003
29.000000	-3.559487
29.000000	-5.487424
29.000000	-9.796444
29.000000	2.319371
29.000000	2.442365
29.000000	0.617301
29.000000	6.083249
30.000000	-5.941060
30.000000	1.841884
30.000000	-14.986772
30.000000	-16.149065
30.000000	-3.837129
30.000000	-2.163231
30.000000	-8.866053
30.000000	-11.837453
30.000000	-6.239725
30.000000	-0.659802
30.000000	-10.465871
30.000000	-14.557979
30.000000	0.211974
30.000000	-3.036503
30.000000	4.924213
30.000000	1.545551
30.000000	-6.876690
30.000000	2.554501
30.000000	-11.382600
30.000000	-8.221601
30.000000	-18.389738
30.000000	-28.712204
30.000000	6.187171
30.000000	-14.532022
30.000000	17.157658
30.000000	-9.076700
30.000000	2.642978
30.000000	-0.327662
30.000000	-1.786707
30.000000	-5.534944
30.000000	-2.376138
30.000000	-1.737995
30.000000	-10.999208
30.000000	-21.110437
30.000000	-10.701310
30.000000	-10.590883
31.000000	-3.767211
31.000000	-6.860535
31.000000	-16.770809
31.000000	-8.738801
31.000000	-4.828287
31.000000	-3.121716
31.000000	2.064615
31.000000	-3.465110
31.000000	2.691247
31.000000	4.579405
31.000000	-14.892428
31.000000	-5.710681
31.000000	-1.098738
31.000000	1.020809
31.000000	-4.964905
31.000000	-6.838238
31.000000	0.384016
31.000000	-5.936945
31.000000	8.670826
31.000000	2.328598
31.000000	10.518433
31.000000	6.376540
31.000000	-11.107854
31.000000	-13.073362
31.000000	-24.779598
31.000000	-14.365765
31.000000	-14.945434
31.000000	-12.928937
31.000000	-14.062450
31.000000	-10.409396
31.000000	-18.429892
31.000000	-18.376892
31.000000	-11.228724
31.000000	-13.269761
31.000000	7.780911
31.000000	0.878268
31.000000	-4.706614
31.000000	-6.299737
31.000000	-5.544578
31.000000	-5.872680
31.000000	-10.449640
31.000000	-4.959666
31.000000	8.896329
31.000000	6.983630
31.000000	-10.211717
31.000000	-3.170089
31.000000	-7.361074
31.000000	-4.673651
32.000000	2.040909
32.000000	0.783351
32.000000	-6.227268
32.000000	-2.327838
32.000000	-2.571846
32.000000	-0.117353
32.000000	1.374902
32.000000	-7.423518
32.000000	0.922466
32.000000	-1.777449
32.000000	-1.983817
32.000000	-10.171821
32.000000	6.416575
32.000000	9.380318
32.000000	-2.415476
32.000000	-0.888622
32.000000	-7.638262
32.000000	-1.464245
32.000000	0.078675
32.000000	-1.351832
32.000000	-3.281702
32.000000	-2.071775
32.000000	-1.626949
32.000000	-6.036230
32.000000	-7.607166
32.000000	-12.404673
32.000000	-18.851736
32.000000	-10.032681
32.000000	-4.502378
32.000000	0.391331
32.000000	10.709084
32.000000	6.007568
32.000000	-1.821208
32.000000	-11.890607
32.000000	-7.881720
32.000000	3.690111
33.000000	-5.303645
33.000000	-2.989612
33.000000	5.944141
33.000000	9.812685
33.000000	-13.145217
33.000000	-2.532846
33.000000	-8.671704
33.000000	-7.725914
33.000000	-5.400349
33.000000	-8.788627
33.000000	-17.624609
33.000000	-9.525179
33.000000	-2.903566
33.000000	-7.744715
33.000000	8.727078
33.000000	5.248253
33.000000	0.215803
33.000000	-3.588662
33.000000	-9.792631
33.000000	-7.278646
33.000000	-4.110743
33.000000	0.365574
33.000000	9.607178
33.000000	11.005990
33.000000	1.875447
33.000000	-1.820169
33.000000	-4.454841
33.000000	-2.652756
33.000000	-10.765273
33.000000	-4.526432
33.000000	7.920033
33.000000	2.512301
33.000000	-8.268732
33.000000	-11.319270
33.000000	4.460505
33.000000	4.463986
33.000000	1.844428
33.000000	2.215019
33.000000	-1.600497
33.000000	4.914526
33.000000	-4.804996
33.000000	-9.664693
33.000000	-3.410492
33.000000	-4.433528
34.000000	0.912150
34.000000	0.785484
34.000000	-9.006823
34.000000	-4.929291
34.000000	-18.186718
34.000000	-8.201488
34.000000	-0.356757
34.000000	-2.372667
34.000000	5.739657
34.000000	0.041174
34.000000	-8.260488
34.000000	-7.920412
34.000000	-8.605837
34.000000	-10.643736
34.000000	-10.708069
34.000000	-13.865249
34.000000	-8.523632
34.000000	-10.319115
34.000000	3.445281
34.000000	-4.567215
34.000000	-5.802833
34.000000	-10.144725
34.000000	-9.522650
34.000000	-8.984706
34.000000	5.613493
34.000000	0.048091
34.000000	-17.599941
34.000000	-12.405337
34.000000	0.514411
34.000000	-0.868105
34.000000	-3.615280
34.000000	5.082066
34.000000	7.939997
34.000000	-1.630774
34.000000	-2.648403
34.000000	2.381939
34.000000	3.676001
34.000000	2.765601
34.000000	-6.322625
34.000000	-4.555784
34.000000	-2.676243
34.000000	0.869053
34.000000	-10.312084
34.000000	-14.861115
34.000000	-4.478068
34.000000	-11.489951
34.000000	4.807254
34.000000	0.868695
34.000000	-0.770620
34.000000	-4.945549
35.000000	2.804936
35.000000	5.391575
35.000000	11.214272
35.000000	4.331345
35.000000	-4.358273
35.000000	1.770938
35.000000	-12.846294
35.000000	-3.713455
35.000000	-7.979033
35.000000	-11.614783
35.000000	9.858569
35.000000	-7.661852
35.000000	17.874989
35.000000	12.919256
35.000000	3.803377
35.000000	-0.172537
35.000000	-0.032691
35.000000	-3.105992
35.000000	-7.414620
35.000000	-0.468544
35.000000	-0.389496
35.000000	-3.423985
35.000000	3.130293
35.000000	4.019121
35.000000	-5.388553
35.000000	1.837513
35.000000	-4.374266
35.000000	-6.508565
35.000000	-2.861248
35.000000	-4.669824
35.000000	-15.562939
35.000000	-8.893838
35.000000	-1.000707
35.000000	-2.903733
35.000000	-0.187383
35.000000	-5.735747
35.000000	1.403536
35.000000	-2.793004
35.000000	-5.073133
35.000000	-6.375421
35.000000	-5.685368
35.000000	-8.096573
35.000000	-9.026291
35.000000	-8.020832
35.000000	-5.287941
35.000000	-4.580568
36.000000	-11.425623
36.000000	-10.392117
36.000000	1.311225
36.000000	8.477987
36.000000	1.269413
36.000000	-6.434819
36.000000	8.046170
36.000000	2.212758
36.000000	11.729782
36.000000	9.654385
36.000000	-10.169226
36.000000	-11.682008
36.000000	0.325195
36.000000	0.102031
36.000000	-14.414999
36.000000	0.515309
36.000000	-4.056924
36.000000	-10.980426
36.000000	0.990224
36.000000	15.326848
36.000000	-11.135580
36.000000	-3.384231
36.000000	-6.259471
36.000000	-9.988303
36.000000	5.687780
36.000000	3.104745
36.000000	3.066536
36.000000	-6.956298
36.000000	-4.079355
36.000000	-5.901828
36.000000	-0.082175
36.000000	0.273312
36.000000	-1.824556
36.000000	-7.551559
36.000000	-8.163779
36.000000	3.257645
36.000000	1.461838
36.000000	1.119072
36.000000	-8.041286
36.000000	-14.526770
36.000000	-5.589644
36.000000	-9.833117
36.000000	10.227882
36.000000	7.278749
36.000000	10.117027
36.000000	7.391068
36.000000	0.846125
36.000000	3.651428
36.000000	-4.931662
36.000000	-1.098574
36.000000	-2.148572
36.000000	2.165898
36.000000	2.211306
36.000000	2.882742
36.000000	-5.860816
36.000000	-5.904892
37.000000	-3.710553
37.000000	-0.554679
37.000000	-2.232096
37.000000	2.719665
37.000000	-5.931965
37.000000	-8.164606
37.000000	-6.784945
37.000000	-8.422426
37.000000	4.119794
37.000000	8.537285
37.000000	-10.447641
37.000000	-5.156758
37.000000	4.049106
37.000000	6.971802
37.000000	-9.147508
37.000000	13.057624
37.000000	-7.278929
37.000000	3.130406
37.000000	0.530452
37.000000	-0.423988
37.000000	-6.285503
37.000000	-0.948300
37.000000	0.709546
37.000000	-4.504854
37.000000	3.113265
37.000000	2.951092
37.000000	-6.880483
37.000000	10.253825
37.000000	10.950875
37.000000	9.426452
37.000000	-9.913123
37.000000	-1.099061
37.000000	8.832347
37.000000	-1.036325
37.000000	-9.361649
37.000000	9.868581
38.000000	-4.831574
38.000000	9.067277
38.000000	3.288205
38.000000	-3.269149
38.000000	-6.208690
38.000000	5.951443
38.000000	3.892556
38.000000	-3.571670
38.000000	-3.033610
38.000000	-0.785493
38.000000	-4.233715
38.000000	-0.686292
38.000000	-5.059042
38.000000	9.748560
38.000000	5.004788
38.000000	7.290886
38.000000	-11.136908
38.000000	3.062842
38.000000	-10.102243
38.000000	-5.371091
38.000000	12.842326
38.000000	-3.266367
38.000000	-2.041054
38.000000	15.912213
38.000000	9.993988
38.000000	3.918054
38.000000	0.893132
38.000000	7.807462
38.000000	-3.021903
38.000000	6.055491
38.000000	2.508175
38.000000	-1.458406
38.000000	-11.310104
38.000000	3.105803
38.000000	7.148869
38.000000	6.048657
38.000000	-14.349833
38.000000	-4.534547
38.000000	-0.424924
38.000000	-12.507141
38.000000	0.478189
38.000000	7.612528
39.000000	3.110138
39.000000	-4.117335
39.000000	-0.759611
39.000000	-0.338128
39.000000	4.944701
39.000000	5.362039
39.000000	0.332062
39.000000	0.453013
39.000000	-7.407910
39.000000	0.199029
39.000000	-1.847451
39.000000	-3.087625
39.000000	2.484773
39.000000	-5.472834
39.000000	-13.705201
39.000000	-0.616545
39.000000	-8.121776
39.000000	-0.021371
39.000000	4.577109
39.000000	5.637189
39.000000	-8.007451
39.000000	-8.197865
39.000000	10.799192
39.000000	-1.835968
39.000000	1.477127
39.000000	-4.256342
39.000000	-6.601265
39.000000	5.276718
39.000000	5.291859
39.000000	5.398738
39.000000	-8.035093
39.000000	-10.255313
39.000000	3.651692
39.000000	-9.379354
40.000000	0.676817
40.000000	-1.417698
40.000000	-5.411061
40.000000	-3.537841
40.000000	0.940155
40.000000	-3.151017
40.000000	14.918091
40.000000	3.605767
40.000000	6.373587
40.000000	0.487971
40.000000	-7.656903
40.000000	-3.704755
40.000000	-10.788705
40.000000	1.534309
40.000000	-4.393648
40.000000	7.135375
40.000000	8.541313
40.000000	2.679513
40.000000	-2.572895
40.000000	-0.704366
40.000000	-0.055528
40.000000	-4.815106
40.000000	-0.355061
40.000000	-7.493714
40.000000	-1.627601
40.000000	6.266789
40.000000	-1.147190
40.000000	-0.727229
40.000000	2.430017
40.000000	-8.989007
40.000000	13.925914
40.000000	-3.861571
40.000000	2.751750
40.000000	-4.478047
40.000000	7.555976
40.000000	2.005352
40.000000	-2.994081
40.000000	-2.903208
40.000000	-5.509190
40.000000	-11.158522
40.000000	7.997206
40.000000	2.449832
41.000000	7.515547
41.000000	-11.242399
41.000000	-1.582212
41.000000	6.826641
41.000000	5.656488
41.000000	-7.773286
41.000000	-15.484825
41.000000	-3.257360
41.000000	6.660686
41.000000	-7.405111
41.000000	-2.819558
41.000000	13.838055
41.000000	11.283754
41.000000	1.062408
41.000000	-3.082896
41.000000	0.187582
41.000000	-11.989558
41.000000	-4.916238
41.000000	-9.280288
41.000000	-6.999746
42.000000	0.957452
42.000000	0.357210
42.000000	-2.519485
42.000000	-5.742541
42.000000	2.040548
42.000000	0.968792
42.000000	0.888955
42.000000	-0.264660
42.000000	-1.058043
42.000000	-6.168351
42.000000	4.791349
42.000000	5.047551
42.000000	4.491927
42.000000	11.925945
42.000000	1.845861
42.000000	5.104549
42.000000	0.753046
42.000000	1.051953
42.000000	9.487296
42.000000	13.255010
42.000000	2.192452
42.000000	0.208087
42.000000	-4.928580
42.000000	-3.859416
42.000000	3.541464
42.000000	4.914320
42.000000	-4.415074
42.000000	4.228827
42.000000	0.468092
42.000000	-1.227105
42.000000	5.658834
42.000000	-4.412824
43.000000	1.992806
43.000000	1.821856
43.000000	-4.129654
43.000000	10.343339
43.000000	4.070745
43.000000	-1.402915
43.000000	3.135949
43.000000	4.744980
43.000000	12.649801
43.000000	1.281889
43.000000	2.049119
43.000000	2.199580
43.000000	-2.424933
43.000000	0.383698
43.000000	4.320586
43.000000	2.868712
43.000000	-0.531697
43.000000	5.080211
43.000000	6.355889
43.000000	2.547409
43.000000	1.482200
43.000000	-5.326269
43.000000	-1.807820
43.000000	-3.769722
43.000000	-8.176756
43.000000	-0.632984
43.000000	-2.614778
43.000000	-11.392289
43.000000	4.808865
43.000000	7.441486
43.000000	-4.388682
43.000000	-5.736516
43.000000	-7.144215
43.000000	0.617420
43.000000	12.084263
43.000000	3.167108
43.000000	-8.226377
43.000000	-8.214971
43.000000	10.690187
43.000000	-15.702361
43.000000	15.681540
43.000000	-3.579100
43.000000	2.531692
43.000000	-3.464126
43.000000	-3.242673
43.000000	-8.003731
43.000000	6.864822
43.000000	-5.553123
43.000000	1.008845
43.000000	-2.213346
44.000000	-6.591696
44.000000	4.932624
44.000000	1.726043
44.000000	7.749580
44.000000	2.756900
44.000000	-1.847403
44.000000	1.527297
44.000000	1.624749
44.000000	-3.156321
44.000000	-5.482911
44.000000	-3.426589
44.000000	3.740615
44.000000	4.216261
44.000000	-8.936156
44.000000	8.007256
44.000000	2.561232
44.000000	3.789435
44.000000	4.511595
44.000000	4.899408
44.000000	5.262194
44.000000	3.766948
44.000000	3.431412
44.000000	7.223999
44.000000	4.152839
44.000000	-5.673826
44.000000	5.412922
44.000000	-1.423381
44.000000	-3.042862
44.000000	-8.513996
44.000000	0.355840
44.000000	9.820441
44.000000	9.219632
44.000000	4.100537
44.000000	3.337561
44.000000	-1.970375
44.000000	1.377934
44.000000	8.743933
44.000000	-4.804459
45.000000	14.257251
45.000000	13.107233
45.000000	0.191072
45.000000	11.251305
45.000000	-1.543198
45.000000	-5.468284
45.000000	3.135403
45.000000	3.280944
45.000000	0.065886
45.000000	0.842311
45.000000	-8.781118
45.000000	-2.673814
45.000000	-1.208253
45.000000	2.540539
45.000000	3.327335
45.000000	2.442248
45.000000	-2.501142
45.000000	-5.232723
45.000000	-1.241301
45.000000	-5.434683
45.000000	-6.401427
45.000000	-18.325426
45.000000	-9.918411
45.000000	1.120928
45.000000	-4.135999
45.000000	-13.005183
45.000000	-12.896403
45.000000	-8.764196
45.000000	-1.128400
45.000000	2.217670
45.000000	-12.273011
45.000000	-12.632856
45.000000	-3.832753
45.000000	-1.861068
46.000000	14.022821
46.000000	1.615622
46.000000	-5.312726
46.000000	-7.993698
46.000000	-1.477322
46.000000	-3.174522
46.000000	-4.715919
46.000000	-1.556097
46.000000	-2.176805
46.000000	-12.673197
46.000000	5.177383
46.000000	7.605646
46.000000	-0.250040
46.000000	-4.028313
46.000000	7.014465
46.000000	12.385736
46.000000	9.825274
46.000000	4.979909
46.000000	9.669575
46.000000	22.494120
46.000000	3.133436
46.000000	0.667633
46.000000	5.725842
46.000000	3.561224
46.000000	7.113518
46.000000	-0.841782
46.000000	10.040104
46.000000	8.541329
46.000000	1.803985
46.000000	-8.086571
46.000000	-10.263775
46.000000	-6.080459
46.000000	10.099503
46.000000	6.667821
46.000000	3.954602
46.000000	4.157259
46.000000	-1.024444
46.000000	0.011517
46.000000	5.635532
46.000000	3.364484
46.000000	7.103900
46.000000	1.245593
46.000000	16.304199
46.000000	15.999542
47.000000	-7.345255
47.000000	-6.423910
47.000000	-8.925529
47.000000	-1.208320
47.000000	-4.942419
47.000000	1.838385
47.000000	-4.705212
47.000000	-3.360663
47.000000	-7.003036
47.000000	-6.951609
47.000000	-1.330571
47.000000	3.304467
47.000000	5.128561
47.000000	10.251513
47.000000	-0.873002
47.000000	3.205722
47.000000	1.906283
47.000000	3.029052
47.000000	11.286060
47.000000	1.826387
47.000000	0.509959
47.000000	-5.006904
47.000000	-1.116410
47.000000	-5.564494
47.000000	-7.203529
47.000000	5.436197
47.000000	-6.673734
47.000000	-2.025600
47.000000	-3.977384
47.000000	-6.534227
48.000000	1.526398
48.000000	11.122225
48.000000	10.680107
48.000000	8.261594
48.000000	-3.799636
48.000000	-5.397336
48.000000	4.808238
48.000000	4.227148
48.000000	4.684574
48.000000	-1.018035
48.000000	5.755511
48.000000	1.630166
48.000000	9.010036
48.000000	8.758936
48.000000	-2.620569
48.000000	6.954066
48.000000	-0.922797
48.000000	-2.706762
48.000000	-0.897781
48.000000	-2.592384
48.000000	-3.258881
48.000000	4.678105
48.000000	4.160292
48.000000	-3.347787
48.000000	1.360433
48.000000	0.595745
48.000000	0.703814
48.000000	2.846078
48.000000	-0.896952
48.000000	-1.025341
49.000000	10.415201
49.000000	0.234182
49.000000	-1.729643
49.000000	3.607082
49.000000	1.126290
49.000000	-1.377830
49.000000	1.784669
49.000000	3.908324
49.000000	8.294874
49.000000	2.460753
49.000000	0.181704
49.000000	2.798506
49.000000	-1.110267
49.000000	3.136882
49.000000	3.190629
49.000000	7.159907
49.000000	7.737803
49.000000	2.520072
49.000000	2.547515
49.000000	11.267586
49.000000	4.163980
49.000000	-4.047352
49.000000	7.046966
49.000000	10.996289
49.000000	2.745802
49.000000	-2.177480
49.000000	6.557413
49.000000	5.336120
50.000000	5.561461
50.000000	8.543312
50.000000	2.993705
50.000000	2.056578
50.000000	4.454491
50.000000	3.724570
50.000000	-2.239017
50.000000	3.606766
50.000000	3.682034
50.000000	-1.770444
50.000000	0.670749
50.000000	6.153524
50.000000	-2.790162
50.000000	0.126670
50.000000	3.416040
50.000000	0.743606
50.000000	2.119880
50.000000	1.450915
50.000000	4.659227
50.000000	12.197719
50.000000	5.155058
50.000000	7.755675
50.000000	8.308722
50.000000	10.489343
51.000000	10.619236
51.000000	6.215405
51.000000	3.924144
51.000000	8.067780
51.000000	4.680950
51.000000	-2.151648
51.000000	-0.136506
51.000000	0.024510
51.000000	1.692861
51.000000	5.121886
51.000000	6.525713
51.000000	12.486372
51.000000	-6.812020
51.000000	-4.130787
51.000000	13.178289
51.000000	6.257736
51.000000	11.462540
51.000000	5.226955
51.000000	14.073582
51.000000	9.207812
51.000000	8.590693
51.000000	10.522397
51.000000	0.012365
51.000000	-3.358870
51.000000	4.154576
51.000000	15.623306
51.000000	5.859949
51.000000	9.361036
51.000000	5.902261
51.000000	3.654781
51.000000	-3.881613
51.000000	-8.336529
51.000000	-4.529138
51.000000	0.533648
51.000000	10.174566
51.000000	11.055191
51.000000	10.205951
51.000000	6.364749
51.000000	-0.589234
51.000000	4.305072
51.000000	7.581638
51.000000	4.071338
51.000000	8.471583
51.000000	3.206826
52.000000	6.930005
52.000000	0.895182
52.000000	5.431882
52.000000	-5.933135
52.000000	5.625136
52.000000	2.931048
52.000000	-3.440715
52.000000	-2.023785
52.000000	3.598652
52.000000	5.293669
52.000000	1.706068
52.000000	10.569265
52.000000	-3.082995
52.000000	2.377968
52.000000	-5.902185
52.000000	-4.309285
52.000000	-15.508292
52.000000	8.688291
52.000000	16.277262
52.000000	6.653163
52.000000	3.425103
52.000000	-5.322041
52.000000	5.906454
52.000000	5.588368
52.000000	7.150891
52.000000	-1.670228
52.000000	-0.248572
52.000000	1.330045
53.000000	0.064210
53.000000	-0.574545
53.000000	3.854918
53.000000	-7.483118
53.000000	4.505908
53.000000	3.636717
53.000000	2.672519
53.000000	2.080760
53.000000	0.342534
53.000000	8.412264
53.000000	9.447218
53.000000	5.067972
53.000000	-4.490051
53.000000	-1.517104
53.000000	8.279160
53.000000	9.573627
53.000000	4.369051
53.000000	5.317700
53.000000	4.214908
53.000000	2.959104
53.000000	4.155828
53.000000	2.695501
53.000000	-1.933615
53.000000	2.599645
54.000000	3.398635
54.000000	9.087497
54.000000	3.334111
54.000000	7.101681
54.000000	-2.001421
54.000000	7.000988
54.000000	8.851108
54.000000	3.467574
54.000000	15.366934
54.000000	10.162818
54.000000	7.631872
54.000000	7.847331
54.000000	5.312841
54.000000	5.920074
54.000000	3.508018
54.000000	9.834289
54.000000	0.502036
54.000000	-2.513642
54.000000	-3.164310
54.000000	-7.210480
54.000000	-8.497333
54.000000	-8.727639
54.000000	8.244938
54.000000	11.192731
54.000000	11.051767
54.000000	7.274963
54.000000	9.972438
54.000000	5.688636
54.000000	4.133197
54.000000	0.214216
54.000000	6.110545
54.000000	4.876007
54.000000	6.908947
54.000000	2.459054
54.000000	5.922284
54.000000	2.200374
54.000000	3.547890
54.000000	5.776339
55.000000	5.203957
55.000000	11.695710
55.000000	-5.760111
55.000000	1.880230
55.000000	0.418100
